,H_wave_m,current_velocity,T_wave_s,youngs_modulus_aramid,all_thickness_tunnel,anchor_distance_x,density_concrete,row_hash
0,3.3886006711326173,94.21306147281436,11.143462771638127,129599253376.62766,1.001760254242244,99.9167281438108,2682.2711330911634,5f246f0215a66a459ddf56a0305f727d071e0524da50763031ae561f88a8991f
1,3.3808631854027733,102.76174551047114,7.473948910081155,127430093498.01146,1.018073664355979,100.3455537322098,2664.227883856076,21df10e45eb032a901643cfaebc06cb82976a04299192bba2478517438e327de
2,4.679381041513303,3.968791542260539,10.59936803577586,130179332938.64484,0.9812314175057606,100.0096060216104,2609.3600212878823,26a8070db023d0c64045b0d8abab6d10ca6a6e0f37d3e4c9655c217f21385f46
3,3.691025809296853,31.321172862165792,9.719540557333085,124519589462.14436,1.0166965448016894,99.671743487964,2636.479581382721,6dd8eedf972254f71132320017b2dc59e5733b30ef9797d7258b7538e24b7e4e
4,4.106414077257361,43.77109178,10.298575163643369,131911449981.06432,1.0114371577741097,100.24229610864404,2676.458107620077,1976e58baedf8b136cee2d165868950ef974ef50ed4100ba48ee4dc06ed37c2d
5,6.1767792297938175,87.59700069187194,10.94423489690603,126414571232.3417,1.0548150447087703,99.58191805203109,2660.527368277303,e40aad312c4c0dbbf84fadcfc1ca5d025c429ff9d180ada68f14cd1ed3595178
6,5.262244361483943,108.72279544912152,11.453467838922718,133199390785.81876,1.019587851319796,100.25185113369476,2632.724935819043,a63d6656d2e558ca46699a92c040c34681705d0f568d808f1af75d6754d8b202
7,4.893159828082903,121.48143973035114,12.43218078620198,128652553109.88588,1.002379075318277,100.33921379303156,2656.542066370433,2da3f60fc597ee547d74411b6ed4b38442f3935477e096dbdc4f762b6a7c5c4d
8,4.383959583847264,104.92397168365945,9.401071441564662,134106637215.2479,0.9986112475039391,100.41158383769678,2654.2580859116947,9b8471c26a06018d631c82d360ec635cb8b4e2e397314bcd85d8fa15bb733c04
9,3.881573962816959,3.990214849219641,9.067619521686058,134018387525.01112,1.0022725857235593,100.00764920768724,2636.024674041452,f4c11a9af6f1c2a069f43607a334a7c85c10bfc2545492b6e0e809daf32f6ed3
10,4.038598474337898,45.86463586631426,8.261324274851459,128245376077.07169,1.0336535710484456,99.77112857600238,2631.8663971204373,6cf1be75817c825e441366f0bdc5b73f07b69be63e719560adc4b3285a6941a0
11,3.371686809509864,95.52077268213816,10.015816318274018,131320493468.00774,0.9801915432215816,99.76298466759584,2693.0571941096327,b1f7b8174e3c313d35583c0998879ada914a61c2be2aee3aefbe3935826b955a
12,5.584018485,101.29024358407868,9.967656932574757,133762720847.91428,1.056728931124733,100.13596508297732,2628.8265321412105,38495c11f60519c1168ca76aa896e3d13e8e8dee700975476f0043557a85a450
13,3.1787650074762093,71.42197636882827,8.195915500870024,124942465929.86702,0.9822953001626228,99.862671352374,2751.3303806138465,0cd8e9bb45a22c1008109212ea438d79a7a556dba05c451345e46a4f0d332c6b
14,4.781495522181363,75.54492602235736,9.680374034,128548796095.04877,0.9994968587825266,99.8306437376718,2639.084861659282,7893de7b61d6f8270da5f82580e8c3293d796c8e9633b23de7fa3a2d5c998b31
15,3.532220520890568,212.2880247809477,9.822657121100208,138113906201.5609,1.042196749681784,100.2643048456008,2639.261279923884,4901509457b74b84a0721b29f435f50f351e8ec4ea79a5619ed511622d6fee20
16,6.549590905,182.2391648864178,12.725032567613969,132432917253.4556,0.999216509722438,99.51665097686734,2653.688374212877,e121036b0811b7e86d795026df92eab0888ff813556f2e113138222a5b1e89ed
17,3.459692156,46.38360035287229,8.292741964298079,129499674038.7622,0.983953012287766,100.12201793708373,2607.875111728082,df976edf57303415cd8094c7b610cf21240528c8f65f61c2e4857f524c5d29e4
18,2.972703943755962,176.0556971446293,8.577738432259325,123336706998.4856,1.0009423549617793,99.81911831489236,2644.9279780579677,af750dcf2d674a56b65615367b90371de9fe492e73dd8ed9a46d1eaf57b88002
19,5.536892665411696,84.43762390741615,12.836928673778784,128193675486.92584,1.0303851258567425,99.55495865881886,2656.491726975481,2c9298859081ce48d2a64647ca06d000b42df160a92c19dbe1e1270d563a2261
20,3.703179331,105.57672950579487,10.515486913128282,127837614484.7176,1.029354839,100.04609643319652,2680.166994811452,cd9072c1005114c2575eceb0fdf4426313a8bf22b436829492e9eba867529a65
21,3.6794829455574543,43.891178037980005,8.661937633654011,123784647233.50998,1.027769152781327,100.45391145154244,2675.375089389337,4ab6859081ffb30a8187632257a8ed2855dbf65a8481e4615eece04baef6a982
22,3.904039451913837,58.31976359455265,10.527628445265377,136015992812.90634,1.0228338455236277,99.60229783154467,2689.619913954585,0e3f89e5fd7acad77e006c83a4c949ae872ffc8b2c4b609d106a6bc815e93790
23,3.813069623227833,2.364758304574626,8.405634854623644,129237401462.80911,0.982315851,100.42349406693016,2604.8306368252224,f6707ba896bfd2668413ccb68f6bf0b779acf047c98a5e9a93fb59a5e10a18b6
24,3.7668116733156793,67.54334383201723,10.071194896426428,128969160263.44743,1.0262609145754586,100.25017940238334,2652.840232,2c1ec8b358db0cd06a30f8e37857875c75c9fc26a46b22a2a2f154503e364eac
25,5.373546870813741,145.34899309903355,10.504117703133854,126607286585.81345,0.9681474315602164,99.84889120111734,2627.496592424322,278f4fc1a71a04c3a86df5570abe5d2cd046e7e3950430ece44e540a05241b3a
26,5.248122552358097,54.62324635282637,10.24690615099751,130358299794.37888,1.0299095073360047,99.74237479106536,2647.1639760816997,5b605a91164613c7e3f056026de739472329871add9a10233e4c1344111dae3a
27,5.071531373389272,105.04643679790183,11.049731851515158,127564189607.9582,1.017342047656188,99.86048853339292,2677.1735485317936,1808c9adc27ba01080d8c3a06f32a9e1c02f8bc9de2fc856b993db2cf48350fa
28,4.462264595546119,66.93076634558638,10.488511517594484,129134994487.40672,0.9917978698177656,99.69344358798676,2652.1119965246803,dd7b0dcb34afaad969b23d77d4d3452636f5db2dab9a699accdf5ce8bedc719e
29,4.448505892805719,119.88050065242864,11.355194198436008,131244839705.24568,1.0020513461087877,99.6896060050994,2670.3964550907194,e23f3850b723095676726d531fad6e8b8f856d29b4f88b48f2e2c1baa5cc7f0a
30,5.623715222994565,88.23207639994031,11.430798535696391,131680741188.4682,0.9981838884583212,100.45176314108988,2668.2847225442483,c400e10858959e8a643aa27399f3605cb50e70baf4e8e2f4d589ae8861fcb572
31,4.685171350724762,39.54012472,9.734116537668532,125710745404.03726,1.012951420012139,100.22938643496737,2644.929187058776,2f5fb719f365fc2f554fa741b83fd8a92a6600cf1c1f1e8499d82a6c32747aab
